TRAIL NUM,1k SELECT,1k DELETE,1k INSERT,1k UPDATE,100K SELECT,100K DELETE,100K INSERT,100K UPDATE
61,0.15869909999999976,0.16237670000000293,0.16101450000000028,0.16356360000000336,0.191688599999992,0.16284240000000239,0.16198690000000227,0.16280290000000264
62,0.15915749999999917,0.16379279999999596,0.16360150000000573,0.16249489999999867,0.17936240000000225,0.16272610000000043,0.1627354999999966,0.16305649999999616
63,0.15897370000000421,0.16356909999999658,0.16301370000000048,0.163390899999996,0.1796135000000021,0.16204109999999616,0.16246079999999097,0.16300550000001124
64,0.16044720000000012,0.16748060000000464,0.16283200000000164,0.16266190000000336,0.1787393000000037,0.16297600000000045,0.16292490000000726,0.1620666999999969
65,0.15862100000000368,0.16296570000000088,0.1625955000000019,0.16242309999999804,0.18009249999998644,0.16289230000000998,0.16216839999999877,0.16233350000000257
66,0.15982230000000186,0.16239309999999563,0.1783028999999985,0.163318799999999,0.1796849999999921,0.16262190000000487,0.16296400000000233,0.17544170000000747
67,0.15902850000000512,0.16203550000000178,0.1627512999999965,0.16315349999999995,0.17948920000000612,0.16451109999999858,0.16184330000000102,0.1621606000000071
68,0.15929380000000037,0.1627909000000045,0.16228979999999638,0.16310359999999946,0.17917799999999318,0.16206499999999835,0.16293710000000772,0.16305619999999976
69,0.15927519999999618,0.1617339999999956,0.16291230000000212,0.16372039999999544,0.17878720000000214,0.1627751000000046,0.16233059999999,0.16435350000000426
70,0.15885380000000282,0.16196949999999788,0.16198669999999993,0.1618628999999956,0.18150280000000407,0.16688200000000109,0.1614119000000045,0.16203190000000234
71,0.15907560000000132,0.16282919999999734,0.16238690000000133,0.16312290000000473,0.17899140000000102,0.16229819999999506,0.16277680000000316,0.16209750000000156
72,0.15951440000000616,0.16272690000000267,0.16248079999999732,0.1627883999999966,0.17987479999999323,0.16491539999999816,0.16199709999999357,0.16250560000000291
73,0.15905599999999964,0.16214250000000163,0.16162640000000295,0.1680330000000012,0.17932239999998956,0.16228079999999068,0.16237999999999886,0.162532899999988
74,0.15888310000000416,0.1647287999999989,0.16206249999999756,0.16188070000000465,0.17996820000000469,0.169855400000003,0.16163650000000018,0.1644282999999973
75,0.1588105000000013,0.1626198999999957,0.1639809999999997,0.1637096999999983,0.17828360000000032,0.16193589999998892,0.1616363999999919,0.1626065999999895
76,0.15841190000000438,0.1622708000000017,0.16338980000000447,0.16229669999999885,0.1799815000000109,0.16357069999999396,0.16290320000000236,0.16258979999999212
77,0.15919979999999612,0.16240390000000104,0.16296999999999429,0.16076680000000465,0.19111099999999226,0.16252009999999473,0.16624559999999633,0.16166419999998993
78,0.1595154999999977,0.16225770000000495,0.16212200000000365,0.16256149999999536,0.17938529999999275,0.16224280000000135,0.16273969999998883,0.16219750000000488
79,0.15879400000000032,0.16181810000000496,0.16166270000000083,0.1625224000000003,0.17944849999999235,0.1625468000000012,0.16227279999999666,0.16233410000000958
80,0.15899990000000486,0.1692526000000001,0.16243539999999967,0.16270260000000292,0.1795308000000091,0.16254459999998971,0.16315539999999373,0.16228189999999643
81,0.15960230000000308,0.16231799999999907,0.16191909999999865,0.16235220000000083,0.18134419999999807,0.1623259999999931,0.162070700000001,0.16254139999999495
82,0.15927989999999426,0.16259409999999974,0.16381739999999922,0.1607024999999993,0.179961899999995,0.16210119999999506,0.16251809999999978,0.16144909999999868
83,0.15931160000000233,0.16231529999999594,0.16311830000000072,0.16282079999999866,0.17864790000000141,0.16208629999999857,0.16414110000000903,0.16246180000000265
84,0.1589313000000061,0.16253280000000103,0.16246150000000625,0.16087639999999936,0.17851699999999937,0.16167029999999727,0.1616374000000036,0.16325080000000014
85,0.15873870000000068,0.16296229999999667,0.16341189999999983,0.1632016999999948,0.17866920000000164,0.16181969999999524,0.16147819999999058,0.1628723999999977
86,0.15885959999999955,0.16476500000000271,0.16213160000000215,0.16208819999999946,0.1799000000000035,0.16237189999999657,0.16203409999999963,0.16219670000000974
87,0.15886460000000113,0.16263560000000155,0.16198010000000096,0.16282300000000305,0.17959289999998873,0.1627541000000008,0.1620190000000008,0.16240209999999422
88,0.1588655999999986,0.16260180000000446,0.16263329999999598,0.16261209999999693,0.18041870000000415,0.16269690000000026,0.16202250000000618,0.16266190000000336
89,0.15835690000000113,0.16486499999999893,0.16286139999999705,0.1628881999999976,0.17929479999999387,0.16193730000000528,0.16206410000000915,0.16258230000001106
90,0.15867800000000187,0.16266850000000233,0.16235560000000504,0.16324490000000225,0.17896489999998266,0.16047989999998435,0.16134389999999144,0.16158369999999422
91,0.15955879999999922,0.16496740000000187,0.162696099999998,0.1622593999999964,0.1789181000000042,0.16174060000000168,0.16234080000000972,0.16251299999998992
92,0.15923200000000293,0.16312320000000113,0.16256469999999723,0.1623829999999984,0.17964739999999324,0.1627676999999892,0.1612361999999905,0.16248219999999947
93,0.1590130999999957,0.16208439999999769,0.16233129999999818,0.16392980000000534,0.17924650000000497,0.1620460000000037,0.16161490000001777,0.16154299999999466
94,0.159427799999996,0.1631314000000046,0.1629365000000007,0.1635006000000061,0.17988470000000234,0.16656330000000708,0.1624247999999966,0.1632161999999937
95,0.15967310000000623,0.1634413999999964,0.16253309999999743,0.16239610000000226,0.1789780999999948,0.1617398999999864,0.16216529999999807,0.16141379999999117
96,0.1616532000000035,0.16344939999999042,0.16250569999999698,0.16473939999999487,0.1804932000000008,0.1621659000000193,0.16221269999999777,0.16253949999997985
97,0.15858020000000295,0.1637032000000005,0.16322850000000244,0.162913599999996,0.17990050000000224,0.16153370000000677,0.16217119999998886,0.16075619999998025
98,0.1593512999999973,0.16299459999999044,0.16400159999999175,0.1650352000000055,0.17966139999998632,0.16115189999999302,0.1625470999999834,0.1621005000000082
99,0.1585032000000126,0.16329009999999755,0.1623895000000033,0.16424290000000497,0.2141281000000106,0.16149079999999572,0.1622634000000005,0.162184400000001
AVERAGES
,0.15904486700000053,0.16406037699999987,0.1626685609999999,0.16279307699999981,0.18147927499999938,0.1626868419999994,0.1624978510000001,0.16272774599999976
